part,0.05,96.67,4.8335,96.67,4.8335
exit,0.05,84.64,4.232,84.64,4.232
hw,0.7,87.99,61.593,87.99,61.593
exam,0.2,62.87,12.574,84.4,16.88
paper,0.1,0,0,0,0
,,,83.2325,,87.5385
